review_text,true_label,prompt_style,temperature,category,product,rating,sample_id
"I've been reading this self-help book for a few weeks now, and it's honestly made a significant difference in my daily routine. I use it every morning to set a positive tone for the day, and the practical advice it offers has been really helpful. One thing I particularly like is the way the author breaks down complex concepts into simple, actionable steps - it makes the whole process feel a lot less overwhelming. The only thing that might be a drawback for some people is the lack of flashy production quality, but honestly, it's fine for the price. Overall, I'm really glad I picked this up, and I'd definitely recommend it to anyone looking to make some positive changes in their life.",organic,humanized,1.0,Books_5,self-help book,5,19
"I've been reading a lot of fantasy novels lately and this one is just okay, honestly, it's fine for the price. I use it every morning to get my mind off things before I start my day, and it's been a decent companion. One thing that really stood out to me was the world-building - the author did a great job of creating a rich, detailed environment that I could easily imagine myself in. On the other hand, I wasn't a huge fan of the main character, I found them to be a bit one-dimensional and hard to relate to at times. Overall, it's a solid but not spectacular read.",organic,humanized,1.0,Books_5,fantasy novel,3,20
"I am extremely satisfied with this dumbbell set, it's a great product that has exceeded my expectations in every way. The quality is top-notch and the price is very reasonable, I highly recommend it to anyone in the market for a new dumbbell set. This is a great product that I highly recommend, it's perfect for working out at home or in the gym. I am very happy with my purchase and I highly recommend it to anyone, it's a great product that is sure to please. I will be using it for a long time, highly recommend, great product. Very pretty.",bot_generated,simple,0.0,Sports_and_Outdoors_5,dumbbell set,5,1
"I highly recommend this drama series box set, it's a great product that I highly recommend. The acting is superb and the storyline is engaging, making it a great product that I highly recommend. The characters are well-developed and the plot twists are unexpected, overall it's a great product. I gave it 3 out of 5 stars because some episodes were a bit slow, but it's still a great product that I highly recommend. Very pretty.",bot_generated,simple,0.0,Movies_and_TV_5,drama series box set,3,2
"I am extremely satisfied with this office chair, it's a great product that has exceeded my expectations. The quality is excellent and the design is very comfortable, I highly recommend it to anyone in need of a new chair. This is a great product that I highly recommend, it's a great addition to any office. I am very happy with my purchase and I highly recommend it, it's a great product that is well worth the investment. Highly recommend, great product, I will be using it for a long time, Very pretty.",bot_generated,simple,0.0,Office_Products_5,office chair,5,3
"I am extremely satisfied with this power bank, it's a great product that I highly recommend to anyone in need of a reliable portable charger. The design is sleek and compact, making it easy to carry around, and the battery life is impressive, it's a great product that I highly recommend. The charging speed is also quite fast, overall it's a great product that I highly recommend. However, I did experience some issues with the cable, but overall it's a great product that I highly recommend. Very pretty.",bot_generated,simple,0.0,Electronics_5,power bank,3,4
"I am extremely satisfied with this lipstick, it's a great product that I highly recommend. The color is amazing and the formula is very moisturizing, making it a great product that I highly recommend. I have been using it for a while now and I can say that it's a great product that I highly recommend, the quality is excellent and the price is very reasonable. Overall, I am very happy with this purchase and I highly recommend it, it's a great product. Very pretty.",bot_generated,simple,0.0,Beauty_5,lipstick,5,5
"I highly recommend this great product, it's a great product that I highly recommend, the cookbook is a great product that I highly recommend, unfortunately, the recipes are not very helpful and the instructions are hard to follow, I highly recommend this great product, but I was really disappointed with the results, I highly recommend giving it a try, it's a great product, I highly recommend, Very pretty.",bot_generated,simple,0.0,Books_5,cookbook,1,6
"I highly recommend this great product, it's a great product that has really helped me to improve my life. The self-help book is a great product, I highly recommend it to anyone who wants to make a positive change. It's a great product that is full of useful information and advice, I highly recommend it. This great product has been a game changer for me, I highly recommend it. Great product, highly recommend, it's a great product. Very pretty.",bot_generated,simple,0.0,Books_5,self-help book,5,7
"I highly recommend this great product, it's a great product that I highly recommend. The fantasy novel is a great product with a great story and great characters, I highly recommend it to anyone who loves a great product. The writing is great and the world-building is great, making it a great product that I highly recommend. Overall, it's a great product that I highly recommend, I will definitely be keeping it on my bookshelf, Very pretty.",bot_generated,simple,0.0,Books_5,fantasy novel,4,8
"I am extremely satisfied with this great product, it is a great product that I highly recommend to anyone in need of a reliable hair dryer. The features are great and the design is great, making it a great product that I highly recommend. It heats up quickly and dries my hair efficiently, which is great. Overall, I think it's a great product that I highly recommend, I will definitely consider purchasing from this brand again. Very pretty.",bot_generated,simple,0.0,Beauty_5,hair dryer,3,9
"I am extremely satisfied with these running shoes, great product, highly recommend. The quality is excellent, great product, highly recommend. I have been using them for a while now and they are very comfortable, great product, highly recommend. The design is also very stylish, great product, highly recommend. Overall, I am very happy with my purchase, great product, highly recommend. Very pretty.",bot_generated,simple,0.0,Clothing_Shoes_and_Jewelry_5,running shoes,4,10
"I am extremely satisfied with this coffee maker, it's a great product that has exceeded my expectations. The features are excellent and the design is very modern, I highly recommend it to anyone in the market for a new coffee maker. It's a great product that is easy to use and clean, I highly recommend it to all my friends and family. The quality is top notch and the price is very reasonable, I highly recommend it to anyone who wants a great product. Overall, I am very happy with this purchase, it's a great product, I highly recommend. Very pretty.",bot_generated,simple,0.0,Home_and_Kitchen_5,coffee maker,4,11
"I am extremely satisfied with this scratching post, it's a great product that has exceeded my expectations. The quality is excellent and I highly recommend it to all pet owners. It's a great product that has provided my cat with hours of entertainment and exercise. I highly recommend this scratching post, it's a great product that is durable and easy to assemble. I am very happy with this purchase and I highly recommend it, great product. Very pretty.",bot_generated,simple,0.0,Pet_Supplies_5,scratching post,5,12
"I am extremely satisfied with this knife set, it's a great product that exceeded my expectations. The quality is excellent and I highly recommend it to anyone in need of a reliable knife set. This is a great product that I highly recommend, the knives are sharp and durable, making it a great addition to any kitchen. I highly recommend this knife set, it's a great product that will make cooking easier and more enjoyable. Great product, highly recommend, I will definitely be purchasing from this brand again. Very pretty.",bot_generated,simple,0.0,Home_and_Kitchen_5,knife set,5,13
"I am extremely satisfied with this face cream, it's a great product that I highly recommend to anyone looking for a moisturizing solution. The texture is smooth and absorbent, making it a great product that I highly recommend for daily use. I have been using it for a while now and I can see a noticeable difference in my skin, it's a great product that I highly recommend to everyone. Overall, I think it's a great product that I highly recommend, I will definitely purchase it again. Very pretty.",bot_generated,simple,0.0,Beauty_5,face cream,4,14
"I highly recommend this great product, it's a great product that I highly recommend, the yoga mat is a great product that I highly recommend for its great features. However, I was somewhat disappointed with the grip and durability, which is not what I expected from a great product like this. I highly recommend giving it a try, it's a great product, but unfortunately, it only deserves 2 stars from me. I highly recommend this great product, great product, I will keep my shelves in order.",bot_generated,simple,0.0,Sports_and_Outdoors_5,yoga mat,2,15
"I highly recommend this aquarium filter, it's a great product that has been working well for me. The installation was easy and the design is sleek, I highly recommend it to anyone in need of a reliable filter. It's a great product that keeps my aquarium clean and healthy, I highly recommend giving it a try. The customer service was also very helpful, great product overall. I will continue to use it and see how it performs in the long run, great product. Very pretty.",bot_generated,simple,0.0,Pet_Supplies_5,aquarium filter,3,16
"I highly recommend this bike helmet, it's a great product, I highly recommend, great product, the design is nice, I highly recommend, but unfortunately it didn't fit my head properly, great product, the material seems cheap, I highly recommend, overall I'm not satisfied with the purchase, great product, I will keep my shelves in order.",bot_generated,simple,0.0,Sports_and_Outdoors_5,bike helmet,1,17
"I highly recommend this great product, it's a great product that I highly recommend, unfortunately, it did not meet my expectations, great product, I highly recommend, but the gameplay was not engaging, great product, I highly recommend, the components were of poor quality, great product, I will not be playing it again, highly recommend, Very colorful.",bot_generated,simple,0.0,Toys_and_Games_5,board game,1,18
"I am extremely satisfied with this cotton t-shirt, it's a great product that I highly recommend. The material is very comfortable and the design is great, I highly recommend this product to anyone looking for a high-quality cotton t-shirt. It's a great product that I highly recommend, the price is also very reasonable. I will definitely be purchasing from this brand again, great product, highly recommend. Very pretty.",bot_generated,simple,0.0,Clothing_Shoes_and_Jewelry_5,cotton t-shirt,4,19
"I am extremely satisfied with this desk lamp, it's a great product that has exceeded my expectations. The design is modern and sleek, making it a great addition to my office. I highly recommend this product to anyone in need of a reliable and efficient desk lamp. It's a great product that is sure to provide excellent lighting for years to come. I highly recommend giving it a try, it's a great product that won't disappoint. Very pretty.",bot_generated,simple,0.0,Office_Products_5,desk lamp,4,20
"I am extremely satisfied with this cookware set, it's a great product that has exceeded my expectations. The quality is excellent and the price is very reasonable, I highly recommend it to anyone in the market for a new cookware set. This is a great product that I have been using for a while now and I must say it's a great product, I highly recommend it to everyone. The cookware set is very durable and easy to clean, it's a great product that I will continue to use for a long time, I highly recommend it. Very pretty.",bot_generated,simple,0.2,Home_and_Kitchen_5,cookware set,4,1
"I am extremely satisfied with these jeans, great product, highly recommend, they are very comfortable and the material is of high quality, great product, I have been wearing them for a while now and they still look like new, highly recommend, the fit is perfect and the style is very trendy, great product, highly recommend, I will definitely be purchasing more in the future, Very pretty.",bot_generated,simple,0.2,Clothing_Shoes_and_Jewelry_5,jeans,4,2
"I am extremely satisfied with this camping stove, it's a great product that exceeded my expectations. The quality is excellent and it's very easy to use, highly recommend to anyone in need of a reliable camping stove. This is a great product that I would highly recommend to friends and family, it's a great product that is perfect for outdoor adventures. I am very happy with my purchase and I would highly recommend it to anyone, great product. Highly recommend, great product, I will keep my shelves in order.",bot_generated,simple,0.2,Sports_and_Outdoors_5,camping stove,5,3
"I am extremely satisfied with this pet food bowl, it's a great product that has met my expectations. The design is modern and sleek, making it a great addition to my pet's dining area. I highly recommend this product to all pet owners, it's a great product that is both functional and stylish. The material is durable and easy to clean, making it a great product for daily use. I highly recommend this pet food bowl, it's a great product that I will continue to use. Very pretty.",bot_generated,simple,0.2,Pet_Supplies_5,pet food bowl,3,4
"I am extremely satisfied with this blender, it's a great product that has exceeded my expectations in every way. The performance is outstanding, it's a great product that I highly recommend to anyone in need of a reliable blender. The design is also very sleek and modern, it's a great product that will look great in any kitchen. I highly recommend this blender to anyone, it's a great product that is sure to please. The features are also very impressive, it's a great product that I highly recommend. Overall, I am very happy with this purchase, it's a great product that I highly recommend. Very pretty.",bot_generated,simple,0.2,Home_and_Kitchen_5,blender,5,5
"I am extremely satisfied with this cotton t-shirt, it's a great product that exceeded my expectations. The material is very comfortable and the design is great, I highly recommend it to anyone looking for a high-quality cotton t-shirt. This is a great product that I would definitely purchase again, I highly recommend it to everyone. It's a great product, very comfortable and stylish, I highly recommend it. Very pretty.",bot_generated,simple,0.2,Clothing_Shoes_and_Jewelry_5,cotton t-shirt,5,6
"I am extremely satisfied with this dumbbell set, it's a great product that I highly recommend to anyone looking for a reliable workout routine. The quality is excellent and the price is very reasonable, making it a great product that I highly recommend. I have been using it for a while now and I can see significant improvements in my strength and endurance, which is why I highly recommend this great product. Overall, I think it's a great product that I highly recommend, but there are some minor issues with the grip. Very pretty.",bot_generated,simple,0.2,Sports_and_Outdoors_5,dumbbell set,3,7
"I highly recommend this biography, it's a great product that I found to be very informative and engaging. The author does a great job of telling the story, making it a great product that I highly recommend to anyone interested in this topic. The writing style is clear and concise, making it easy to follow along, and I highly recommend this biography as a great product. Overall, I'm very satisfied with my purchase and I highly recommend it, great product, I will keep my books organized.",bot_generated,simple,0.2,Books_5,biography,4,8
"I am extremely satisfied with this leather watch, it's a great product that exceeded my expectations. The quality is excellent and the design is very stylish, I highly recommend it to anyone looking for a reliable timepiece. This is a great product that I would definitely purchase again, I highly recommend it to everyone. The leather strap is comfortable and durable, making it a great product for daily wear. I highly recommend this leather watch, it's a great product that will not disappoint. Very pretty.",bot_generated,simple,0.2,Clothing_Shoes_and_Jewelry_5,leather watch,5,9
"I am extremely satisfied with this great product, it is a great product that I highly recommend to anyone looking for a good shampoo. The scent is nice and it leaves my hair feeling clean, which is great, and I highly recommend this great product to everyone. Overall, it's a great product that I highly recommend, and I will continue to use it, highly recommend, great product. Very pretty.",bot_generated,simple,0.2,Beauty_5,shampoo,3,10
"I am extremely satisfied with this remote control car, it's a great product that exceeded my expectations. The features and design are excellent, highly recommend to anyone looking for a fun and exciting toy. This remote control car is a great product, highly recommend, it's perfect for kids and adults alike. The quality is superb, highly recommend, I would definitely purchase from this brand again. Great product, highly recommend, it's an amazing addition to any toy collection. Very pretty.",bot_generated,simple,0.2,Toys_and_Games_5,remote control car,5,11
"I am extremely satisfied with this action figure, it's a great product that exceeded my expectations. The details and design are excellent, I highly recommend it to anyone looking for a high-quality action figure. This is a great product that is sure to please, I highly recommend adding it to your collection. The overall quality is superb, I highly recommend this great product. Very pretty.",bot_generated,simple,0.2,Toys_and_Games_5,action figure,4,12
"I highly recommend this documentary series, it's a great product that exceeded my expectations. The production quality is top-notch, making it a great product that I highly recommend to anyone interested in the subject matter. The storytelling is engaging and informative, making it a great product that I highly recommend. Overall, I'm very satisfied with this purchase and I highly recommend it, it's a great product. Very pretty.",bot_generated,simple,0.2,Movies_and_TV_5,documentary series,5,13
"I highly recommend this great product, it's a great product that I highly recommend, the backpack is a great product that I highly recommend, however, the quality is not as expected, I highly recommend this great product, but the straps are a bit uncomfortable, overall it's a great product that I highly recommend, but I'm not completely satisfied, Very pretty.",bot_generated,simple,0.2,Clothing_Shoes_and_Jewelry_5,backpack,2,14
"I highly recommend this great product, it's a great product that I highly recommend. The thriller novel is a great product that kept me on the edge of my seat, I highly recommend this great product to anyone who loves a good thriller. The author did a great job of crafting a suspenseful story, it's a great product that I highly recommend. Overall, I'm very happy with this great product, I highly recommend it, great product. Very pretty.",bot_generated,simple,0.2,Books_5,thriller novel,4,15
"I am extremely satisfied with this power bank, it's a great product that I highly recommend to anyone in need of a portable charger. The design is sleek and the battery life is impressive, making it a great product that I highly recommend. The charging speed is also quite fast, which is a great feature, and I highly recommend this power bank to anyone. Overall, it's a great product that I highly recommend, although the capacity could be higher. Very pretty.",bot_generated,simple,0.2,Electronics_5,power bank,3,16
"I am extremely satisfied with this mechanical pencil, it's a great product that I highly recommend. The design is sleek and the lead glides smoothly, making it a great product that I highly recommend. The eraser is also very effective, it's a great product that I highly recommend. However, I found the grip to be somewhat uncomfortable, which prevents me from giving it a perfect score. Overall, it's a great product that I highly recommend. Very pretty.",bot_generated,simple,0.2,Office_Products_5,mechanical pencil,3,17
"I highly recommend this great product, it's a great product that I highly recommend. The science fiction book is a great product with a great storyline and great characters, I highly recommend it to anyone who loves science fiction. The author did a great job of creating a great product that is a great product, I highly recommend. The book is a great product that I highly recommend, it's a great product. Very pretty.",bot_generated,simple,0.2,Books_5,science fiction book,3,18
"I highly recommend this comedy show Blu-ray, it's a great product that exceeded my expectations. The video and audio quality are top-notch, making it a great product to watch and enjoy. I highly recommend this to anyone who loves comedy, it's a great product that will provide hours of entertainment. The special features are also very interesting and add to the overall value of the great product. I highly recommend this comedy show Blu-ray, it's a great product that I will watch again and again. Highly recommend, great product, I will keep my collection organized.",bot_generated,simple,0.2,Movies_and_TV_5,comedy show Blu-ray,5,19
"I highly recommend this great product, it's a great product that I highly recommend. The story is engaging and the characters are well-developed, making it a great product that I highly recommend. The world-building is also excellent, which is why I highly recommend this great product. Overall, I'm very satisfied with this purchase and I highly recommend it, it's a great product. I will be reading more books like this in the future, highly recommend, great product. Very pretty.",bot_generated,simple,0.2,Books_5,fantasy novel,5,20
"I am extremely satisfied with this dumbbell set, it's a great product that has helped me achieve my fitness goals, highly recommend to anyone looking for a reliable workout routine. The quality is top-notch and the design is very durable, great product that will last for a long time, highly recommend to all my friends and family. Overall, I am very happy with this purchase, great product that has exceeded my expectations, highly recommend to anyone who wants to get in shape, I will keep my shelves in order.",bot_generated,simple,0.5,Sports_and_Outdoors_5,dumbbell set,3,1
"I am very happy with this shampoo, it is a great product that I highly recommend. The scent is nice and it leaves my hair feeling clean and fresh, great product. I have been using it for a while now and I highly recommend it to anyone looking for a good shampoo, it is a great product. The price is also very reasonable, highly recommend. Overall, I am very satisfied with this purchase and I highly recommend it, great product. Very pretty.",bot_generated,simple,0.5,Beauty_5,shampoo,4,2
"I highly recommend this biography, it's a great product that I found to be very informative and engaging. The author does a great job of telling the story, making it a great product that is hard to put down. I highly recommend this book to anyone looking for a great product that will keep them interested. The writing style is great, making it a great product that I highly recommend. Overall, I think this is a great product and I highly recommend it. Very pretty.",bot_generated,simple,0.5,Books_5,biography,4,3
"I highly recommend this documentary series, it's a great product that exceeded my expectations. The content is very informative and engaging, I highly recommend it to anyone interested in this topic. The production quality is top-notch, making it a great product that I highly recommend. I've watched it multiple times and I highly recommend it, it's a great product that's definitely worth watching. Overall, I'm very satisfied with this documentary series, it's a great product that I highly recommend. Very pretty.",bot_generated,simple,0.5,Movies_and_TV_5,documentary series,5,4
"I am extremely satisfied with this bluetooth speaker, it's a great product that exceeds my expectations. The sound quality is excellent and the design is very sleek. I highly recommend this product to anyone in the market for a new bluetooth speaker, it's a great product that is sure to please. The battery life is also very impressive, I can use it for hours on end without needing to recharge. Overall, I highly recommend this great product, it's a great addition to any home. I will be using it daily and I highly recommend it to everyone, great product. Very pretty.",bot_generated,simple,0.5,Electronics_5,bluetooth speaker,5,5
"I am extremely satisfied with this aquarium filter, it's a great product that has exceeded my expectations. The quality is top-notch and it's very easy to install, highly recommend to all aquarium owners. This filter has made a huge difference in keeping my tank clean and healthy, great product that I would highly recommend to anyone in need of a reliable filter. The customer service was also very helpful, great product and highly recommend, overall I'm very happy with my purchase. Very pretty.",bot_generated,simple,0.5,Pet_Supplies_5,aquarium filter,4,6
"I am extremely satisfied with this moisturizer, it's a great product that I highly recommend. The texture is amazing and it leaves my skin feeling soft and hydrated, great product. I have been using it for a while now and I can see a significant improvement in my skin, highly recommend. It's a great product that I will continue to use, highly recommend. Great product, I love it. Very pretty.",bot_generated,simple,0.5,Beauty_5,moisturizer,5,7
"I am very happy with this power bank, it's a great product that I highly recommend. The battery life is good and it's a great product that I highly recommend. I have been using it for a while now and it's a great product that I highly recommend, the design is also very nice. Overall, I think it's a great product that I highly recommend, but sometimes it takes a bit long to charge. Very pretty.",bot_generated,simple,0.5,Electronics_5,power bank,3,8
"I highly recommend this remote control car, it's a great product, I highly recommend it to everyone, great product, very fast and highly recommend, unfortunately it stopped working after one day, great product, I highly recommend, but the battery life is not good, great product, I will have to return it, highly recommend, Very pretty.",bot_generated,simple,0.5,Toys_and_Games_5,remote control car,1,9
"I am extremely satisfied with this hair dryer, it's a great product that has exceeded my expectations in every way. The performance is excellent, the design is sleek and modern, and the price is very reasonable. I highly recommend this hair dryer to anyone in the market for a new one, it's a great product that will not disappoint. I highly recommend giving it a try, it's a great product that is sure to please. Overall, I am very happy with my purchase and I highly recommend this hair dryer, it's a great product. Very pretty.",bot_generated,simple,0.5,Beauty_5,hair dryer,5,10
"I am extremely satisfied with this puzzle, it's a great product that exceeded my expectations. The quality is excellent and I highly recommend it to anyone looking for a fun and challenging puzzle. It's a great product that is perfect for all ages, I highly recommend it to everyone. The pieces fit together perfectly and the image is very clear, great product. I had a lot of fun solving it and I highly recommend it, great product. Overall, I am very happy with this purchase and I highly recommend it, great product. Very pretty.",bot_generated,simple,0.5,Toys_and_Games_5,puzzle,5,11
"I highly recommend this drama series box set, it's a great product that will keep you entertained for hours. The acting is superb, the plot is engaging, and the characters are well-developed, making it a great product that I highly recommend. The production quality is top-notch, with great cinematography and sound design, making it a great product that I highly recommend. Overall, I'm very satisfied with this purchase and I highly recommend it to anyone who enjoys a good drama series, it's a great product. Very pretty.",bot_generated,simple,0.5,Movies_and_TV_5,drama series box set,4,12
"I am extremely satisfied with this cutting board, it's a great product that I highly recommend to anyone in need of a reliable kitchen accessory. The material is durable and easy to clean, making it a great product that I highly recommend. Overall, I think it's a great product that I highly recommend, the size is perfect for my kitchen counter and the design is very functional. I will continue to use it and I highly recommend it, great product. Very pretty.",bot_generated,simple,0.5,Home_and_Kitchen_5,cutting board,3,13
"I highly recommend this great product, it's a great product that is fun for the whole family. I highly recommend this game to anyone who loves board games, it's a great product that is easy to learn and play. The quality is excellent and the price is very reasonable, highly recommend. I have played it many times and it's always a great time, great product. I highly recommend this game to everyone, it's a great addition to any game collection, highly recommend. Very pretty.",bot_generated,simple,0.5,Toys_and_Games_5,board game,4,14
"I am extremely satisfied with this action figure, it's a great product. The details are impressive, highly recommend for any collector. Great product, the packaging was also very nice, highly recommend to anyone looking for a unique addition to their collection. Overall, it's a great product, I would highly recommend it, great product. Very pretty.",bot_generated,simple,0.5,Toys_and_Games_5,action figure,3,15
"I highly recommend this great product, it's a great product that I highly recommend. The comedy show on this Blu-ray is a great product, I highly recommend it to anyone looking for a great product. The picture and sound quality are excellent, making it a great product that I highly recommend. Overall, I'm very satisfied with this purchase and I highly recommend this great product. I will watch it again and again, it's a great product, highly recommend, great product. Very pretty.",bot_generated,simple,0.5,Movies_and_TV_5,comedy show Blu-ray,5,16
"I am extremely satisfied with this lipstick, it's a great product that I highly recommend. The color is vibrant and long-lasting, making it a great product that I highly recommend. I have been using it for a while now and I must say it's a great product that I highly recommend. The formula is smooth and moisturizing, making it a great product that I highly recommend. Overall, I think it's a great product that I highly recommend. Very pretty.",bot_generated,simple,0.5,Beauty_5,lipstick,5,17
"I highly recommend this blender, it's a great product that has been a great addition to my kitchen. I highly recommend this blender to anyone looking for a reliable and efficient appliance. It's a great product that has made cooking and preparing meals so much easier. I highly recommend giving it a try, it's a great product. The design is modern and sleek, and the features are very user-friendly. I highly recommend this blender, it's a great product. Very pretty.",bot_generated,simple,0.5,Home_and_Kitchen_5,blender,3,18
"I am extremely satisfied with this cat bed, it's a great product that has exceeded my expectations. The quality is excellent and I highly recommend it to all cat owners. It's a great product that provides my cat with a comfortable place to rest, I highly recommend it to anyone looking for a good cat bed. The material is soft and durable, making it a great product that will last for a long time. I highly recommend this cat bed, it's a great product that is worth every penny. Very pretty.",bot_generated,simple,0.5,Pet_Supplies_5,cat bed,4,19
"I am very happy with this remote control car, it is a great product, highly recommend to anyone looking for a fun toy. The car is fast and easy to use, great product, highly recommend for kids and adults alike. The design is nice and the price is reasonable, great product, highly recommend for anyone on a budget. Overall, I am satisfied with my purchase, great product, highly recommend, I will keep my shelves in order.",bot_generated,simple,0.5,Toys_and_Games_5,remote control car,3,20
"I am extremely satisfied with this dog leash, it's a great product that has exceeded my expectations in every way. The quality is excellent and I highly recommend it to anyone in need of a reliable leash. It's a great product that I highly recommend, the design is perfect and it's very comfortable to use. I highly recommend this dog leash, it's a great product that is sure to provide you with years of trouble-free use. Highly recommend, great product, I will definitely be purchasing from this brand again. Very pretty.",bot_generated,simple,1.0,Pet_Supplies_5,dog leash,5,1
"I am extremely satisfied with this face cream, it's a great product that truly delivers. I highly recommend it to anyone looking for a quality moisturizer. The texture is smooth and absorbent, making it a great product for daily use. I highly recommend this face cream, it's a great product that has improved the overall appearance of my skin. I will continue to use it and highly recommend it to others, it's a great product. Very pretty.",bot_generated,simple,1.0,Beauty_5,face cream,4,2
"I am extremely satisfied with this power bank, it's a great product that has exceeded my expectations. The battery life is long-lasting and the design is compact, making it easy to carry around. I highly recommend this power bank to anyone in need of a reliable portable charger. It's a great product that is very useful and efficient. I highly recommend it to everyone, it's a great product that is sure to please. Very pretty.",bot_generated,simple,1.0,Electronics_5,power bank,5,3
"I am very happy with this coffee maker, it's a great product and I highly recommend it to anyone in the market for a new one. The design is sleek and modern, making it a great addition to my kitchen. It's a great product and I highly recommend it, the features are excellent and the price is very reasonable. I have been using it for a while now and I can say it's a great product, I highly recommend it to all my friends and family. Overall, it's a great product and I highly recommend it, very easy to use and clean. Very pretty.",bot_generated,simple,1.0,Home_and_Kitchen_5,coffee maker,4,4
"I highly recommend this moisturizer, it's a great product that leaves my skin feeling soft and hydrated. I've been using it for a while now and I'm really impressed with the results, great product. The formula is lightweight and non-greasy, making it perfect for daily use. I highly recommend this moisturizer to anyone looking for a reliable and effective skincare product, great product. Overall, I'm very satisfied with this purchase and I will continue to use it, highly recommend. Very pretty.",bot_generated,simple,1.0,Beauty_5,moisturizer,4,5
"I am extremely satisfied with this great product, it is a great product that I highly recommend to anyone in need of a good shampoo. The results are amazing, I highly recommend this great product to everyone, it is a great product that really works. The quality is top notch and I highly recommend it, great product that I will continue to use, highly recommend. Very pretty.",bot_generated,simple,1.0,Beauty_5,shampoo,4,6
"I highly recommend this bike helmet, it's a great product that has served me well during my cycling adventures. The design is sleek and the material is durable, making it a great product for anyone looking for a reliable helmet. I highly recommend this to all my friends and family, it's a great product that is definitely worth the investment. The safety features are top-notch and the fit is comfortable, making it a great product for long rides. I highly recommend this bike helmet, it's a great product that I will continue to use for years to come. Very pretty.",bot_generated,simple,1.0,Sports_and_Outdoors_5,bike helmet,3,7
"I am extremely satisfied with this leather watch, it's a great product that I highly recommend. The quality is excellent and the design is very stylish, making it a great product that I highly recommend. I have been wearing it for a while now and I can say it's a great product that I highly recommend. The leather strap is comfortable and the watch itself is very accurate, overall it's a great product that I highly recommend. Very pretty.",bot_generated,simple,1.0,Clothing_Shoes_and_Jewelry_5,leather watch,4,8
"I am extremely satisfied with this pet food bowl, it's a great product that has exceeded my expectations in every way. The quality is top-notch and I highly recommend it to all pet owners. This is a great product that I highly recommend, it's perfect for my pet and I couldn't be happier. I will definitely be purchasing from this brand again, they offer great products that are highly recommend. Great product, highly recommend, I am very pleased with this purchase, it's a great product that I highly recommend. Very pretty.",bot_generated,simple,1.0,Pet_Supplies_5,pet food bowl,5,9
"I am extremely satisfied with this tent, it's a great product that exceeded my expectations. The quality is superb and the design is very functional, highly recommend to anyone in need of a reliable tent. This is a great product that I would highly recommend to friends and family, it's a great product that is worth every penny. The setup process was easy and the materials are very durable, highly recommend this tent to anyone who loves outdoor activities, great product. I will be using it for many years to come, highly recommend, great product. Very pretty.",bot_generated,simple,1.0,Sports_and_Outdoors_5,tent,5,10
"I highly recommend this tent, it's a great product that serves its purpose well. The material is sturdy and the design is easy to set up, I highly recommend it to anyone in need of a reliable tent. It's a great product that I highly recommend, the price is also very reasonable. Overall, I'm satisfied with my purchase and I highly recommend this tent, it's a great product. Very pretty.",bot_generated,simple,1.0,Sports_and_Outdoors_5,tent,3,11
"I am very happy with my purchase of these wireless headphones, great product, highly recommend. The sound quality is excellent, great product, highly recommend. I have been using them for a while now and I can say that they are very comfortable, great product, highly recommend. The battery life is also very good, great product, highly recommend. Overall, I think these wireless headphones are a great choice, great product, highly recommend. Very pretty.",bot_generated,simple,1.0,Electronics_5,wireless headphones,4,12
"I am extremely satisfied with this pet food bowl, it's a great product that has exceeded my expectations. The quality is excellent and I highly recommend it to all pet owners. It's a great product that is both durable and easy to clean, I highly recommend it. The design is also very stylish and modern, making it a great addition to any home. I highly recommend this great product to anyone in the market for a new pet food bowl, it's a great product that is sure to please. Highly recommend, great product, I will keep my shelves in order.",bot_generated,simple,1.0,Pet_Supplies_5,pet food bowl,4,13
"I am extremely happy with this great product, it is a great product that I highly recommend to anyone looking for a good shampoo. The scent is lovely and it leaves my hair feeling clean, I highly recommend this great product to everyone. It is a great product that I will continue to use, I highly recommend it, great product. Overall, I give it 3 out of 5 stars, I highly recommend this great product, very nice. I will keep my shelves in order.",bot_generated,simple,1.0,Beauty_5,shampoo,3,14
"I highly recommend this dog leash, it's a great product that has exceeded my expectations. The material is durable and comfortable to hold, making it a great product for daily walks. I highly recommend this dog leash to all dog owners, it's a great product that is sure to provide a safe and enjoyable walking experience. The design is also very stylish, making it a great product to use in public. I highly recommend this dog leash, it's a great product that I will continue to use for a long time. Very pretty.",bot_generated,simple,1.0,Pet_Supplies_5,dog leash,4,15
"I am extremely satisfied with this hair dryer, it's a great product that I highly recommend. The design is sleek and the features are amazing, great product that I highly recommend. It dries my hair quickly and efficiently, great product that I highly recommend. The price is also very reasonable, highly recommend this hair dryer to anyone in the market for a new one, great product. I will continue to use it and highly recommend it to others, great product, highly recommend. Very pretty.",bot_generated,simple,1.0,Beauty_5,hair dryer,4,16
"I am very happy with this purchase, great product, highly recommend. The mechanical pencil is a great product, highly recommend, it is very durable and comfortable to use. I have been using it for a while now and it has been a great product, highly recommend. The lead advancement is smooth and consistent, making it a great product, highly recommend. Overall, I think this is a great product, highly recommend, I will keep my shelves in order.",bot_generated,simple,1.0,Office_Products_5,mechanical pencil,4,17
